Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,âˆšx (sx) error ,Pauli-X error ,ECR error ,Gate time (ns)
62,151.38699513971645,55.42323649095313,5.0415112129770305,-0.3062518169414769,0.016900000000000026,0.016800000000000037,0.017,4000,0.0002064635953717719,0.0002064635953717719,0.0002064635953717719,62_63:0.009028161359169756; 62_61:0.007917627771808378,62_63:364; 62_61:460
63,99.75425605754025,43.6812951817906,5.189938282606523,-0.3136995182184117,0.03590000000000004,0.04420000000000002,0.0276,4000,0.0007159630396510495,0.0007159630396510495,0.0007159630396510495,undefined,undefined
64,122.00668585523368,117.47089195335506,5.2245789862387895,-0.30441299234312613,0.036900000000000044,0.051,0.022800000000000042,4000,0.0013164432291404504,0.0013164432291404504,0.0013164432291404504,64_63:0.022077505816086,64_63:460
65,166.19183538943335,53.00697414525021,5.27194263097648,-0.3025398263815699,0.011500000000000066,0.01319999999999999,0.0098,4000,0.0004193674604506935,0.0004193674604506935,0.0004193674604506935,65_66:0.01721023999935789; 65_64:0.01222796072249524,65_66:460; 65_64:460
66,192.10072071040221,73.89305895736389,5.071587194139697,-0.3059749752436012,0.018100000000000005,0.0256,0.010600000000000054,4000,0.0005492343794063016,0.0005492343794063016,0.0005492343794063016,66_73:0.026369014565402416,66_73:460
67,87.56732013282402,110.3949730981283,5.319144951458275,-0.3029821205381753,0.1271,0.1202,0.134,4000,0.001292678056886745,0.001292678056886745,0.001292678056886745,67_68:0.05490004380267238; 67_66:0.0313048211679012,67_68:460; 67_66:460
68,94.29763859894737,92.25009196791906,5.224167916018872,-0.30256695991213484,0.053100000000000036,0.0792,0.027000000000000024,4000,0.0032717890353875893,0.0032717890353875893,0.0032717890353875893,68_69:0.07345139965885705,68_69:460
69,122.4763902453157,47.24116492593274,5.146125365300401,-0.30370526767250344,0.0413,0.06040000000000001,0.0222,4000,0.0038148446979570185,0.0038148446979570185,0.0038148446979570185,undefined,undefined
70,73.87722790478102,69.81649447058207,5.326540105971763,-0.3012282285505546,0.01629999999999998,0.020199999999999996,0.0124,4000,0.0002638733451435494,0.0002638733451435494,0.0002638733451435494,70_69:0.03558565113745821; 70_74:0.014418537222826017,70_69:460; 70_74:460
71,207.66712147843316,268.75773440274895,5.154903423894383,-0.30511262038090686,0.03939999999999999,0.04179999999999995,0.037,4000,0.00038241549336912457,0.00038241549336912457,0.00038241549336912457,undefined,undefined
72,199.4254584601784,148.3699857944267,5.305671540141464,-0.3021441719291235,0.24209999999999998,0.0354,0.4488,4000,0.0003995700944032372,0.0003995700944032372,0.0003995700944032372,72_81:0.006701321288505396; 72_62:0.009740445642136192,72_81:460; 72_62:460
73,99.16879845501974,161.64529682489774,5.226881316159028,-0.3038846445702912,0.06830000000000003,0.11480000000000001,0.0218,4000,0.0014359543514543224,0.0014359543514543224,0.0014359543514543224,73_85:0.044489840233533945,73_85:460
74,94.72929805583532,28.080324931568306,5.193454298299758,-0.303774761614907,0.04139999999999999,0.036,0.04679999999999995,4000,0.0004812794915076589,0.0004812794915076589,0.0004812794915076589,74_89:0.013211224452446768,74_89:460
75,138.0083713936753,158.73732145262736,5.03742082728849,-0.3059330745023566,0.007600000000000051,0.0098,0.00539999999999996,4000,0.0002341422099998611,0.0002341422099998611,0.0002341422099998611,undefined,undefined
76,175.5911152709021,74.52330214065488,5.141724040337764,-0.3054472251732113,0.015199999999999991,0.019,0.011399999999999966,4000,0.00025936563638256547,0.00025936563638256547,0.00025936563638256547,76_77:0.008841059813395113; 76_75:0.005903208036623364,76_77:460; 76_75:460
77,230.6311899423885,139.98951907956908,5.068145768924663,-0.3065016012719818,0.01760000000000006,0.028,0.007199999999999984,4000,0.003691297881878155,0.003691297881878155,0.003691297881878155,77_71:0.014279146095031836,77_71:460
78,89.39099876491923,108.40318959122392,5.307428143379352,-0.3022261836913243,0.11199999999999999,0.113,0.11099999999999999,4000,0.001922735147031222,0.001922735147031222,0.001922735147031222,78_77:0.012026579002057863,78_77:460
79,86.38827465755904,101.17316358081369,5.161224219955201,-0.30484132049003226,0.07240000000000002,0.128,0.016800000000000037,4000,0.0005591676357084071,0.0005591676357084071,0.0005591676357084071,79_78:0.012645809802500824,79_78:460
80,136.71791296297252,122.46135021646373,5.06117209138336,-0.30633278442457745,0.007600000000000051,0.009199999999999986,0.006,4000,0.000625094225745035,0.000625094225745035,0.000625094225745035,80_81:0.013980807935594364; 80_79:0.01752189510755589,80_81:460; 80_79:460
81,191.0319993250754,231.4650807852767,5.129532933434616,-0.3054137206902027,0.017299999999999982,0.0146,0.020000000000000018,4000,0.0002811871721113133,0.0002811871721113133,0.0002811871721113133,81_82:0.009762145228051938,81_82:460
82,179.57829415448998,140.67939557091364,5.204456345314937,-0.30460666385650903,0.03990000000000005,0.03620000000000001,0.0436,4000,0.0003367265081724706,0.0003367265081724706,0.0003367265081724706,undefined,undefined
83,183.12192418536185,192.06728025152808,5.098482011868158,-0.3060631444921947,0.011099999999999999,0.018000000000000016,0.0042,4000,0.004746655031780718,0.004746655031780718,0.004746655031780718,83_82:1; 83_92:1,83_82:460; 83_92:460
84,34.19232997123751,33.67540523893603,5.3219655637524275,-0.3011670429572288,0.22629999999999995,0.3536,0.099,4000,0.0006581038197944023,0.0006581038197944023,0.0006581038197944023,84_83:1,84_83:460
85,108.1225036983559,116.51122954166235,5.167161403310961,-0.30448267929959566,0.04459999999999997,0.0494,0.03979999999999995,4000,0.0005667100874615094,0.0005667100874615094,0.0005667100874615094,85_86:0.04654125499511333; 85_84:1,85_86:460; 85_84:460
86,45.3736473057235,34.062627442875836,5.259571512533726,-0.3020958630660552,0.14480000000000004,0.2138,0.0758,4000,0.011404614961463892,0.011404614961463892,0.011404614961463892,undefined,undefined
87,43.581792427038394,0.04350078312937758,5.304355212967739,-0.30200657345445225,0.1864,0.24219999999999997,0.1306,4000,0.0035624819235623335,0.0035624819235623335,0.0035624819235623335,87_88:0.04268102484189129; 87_86:0.08328211645442374,87_88:460; 87_86:460
88,68.95189337468919,17.47453683718744,5.210676799605819,-0.3036051589132834,0.06800000000000006,0.0776,0.0584,4000,0.0006551802937566869,0.0006551802937566869,0.0006551802937566869,88_89:0.023539794352266774,88_89:460
89,79.03410040953585,23.32706706188335,5.10870012877643,-0.3049805406315673,0.08399999999999996,0.072,0.09599999999999997,4000,0.0004252375271695143,0.0004252375271695143,0.0004252375271695143,undefined,undefined
90,94.38100567446132,70.58288249951853,5.081461369232033,-0.3059202148874973,0.033600000000000074,0.0464,0.0208,4000,0.002675136364073178,0.002675136364073178,0.002675136364073178,90_75:0.042213544880646076,90_75:460
91,66.4386350693399,86.26876450540101,5.258012120785859,-0.3040301866314355,0.07650000000000001,0.12719999999999998,0.0258,4000,0.0032366791743930743,0.0032366791743930743,0.0032366791743930743,91_79:0.017896355652369522,91_79:460
92,70.3620883398142,71.983881840556,5.354006062529375,-0.3011812486799366,0.11819999999999997,0.13219999999999998,0.1042,4000,0.0054153594554246405,0.0054153594554246405,0.0054153594554246405,92_102:0.08546733228074327,92_102:460
93,51.40432022389469,6.062100241928852,5.403597785839201,-0.3006732556397184,0.05830000000000002,0.0586,0.05800000000000005,4000,0.007613882857798916,0.007613882857798916,0.007613882857798916,93_87:1; 93_106:1,93_87:460; 93_106:460
94,31.259702012289072,34.47110088768183,5.221661408811752,-0.30365179722395735,0.12719999999999998,0.20420000000000005,0.0502,4000,0.0105756275084606,0.0105756275084606,0.0105756275084606,94_95:0.04627971582340262; 94_90:0.039488685547078184,94_95:460; 94_90:460
95,58.25526563116858,99.90170744498462,5.2953683950706365,-0.30253179203973657,0.03509999999999991,0.0558,0.014399999999999968,4000,0.0018178149145143122,0.0018178149145143122,0.0018178149145143122,undefined,undefined
96,83.93937071332827,17.486208650956527,5.404576535272626,-0.3001654036183122,0.05059999999999998,0.052200000000000024,0.049,4000,0.0004120685483173331,0.0004120685483173331,0.0004120685483173331,96_109:0.01649983128306745; 96_95:0.028038004809416928; 96_97:0.03552152293723465,96_109:460; 96_95:460; 96_97:460
97,78.93758148436264,26.102732034050813,5.169833069974949,-0.3044385211665954,0.06130000000000002,0.10060000000000002,0.022,4000,0.0022754836513942493,0.0022754836513942493,0.0022754836513942493,97_98:0.038665250760961584,97_98:460
98,35.70155103756034,6.800895787446977,5.028482098785385,-0.3064823887239176,0.041099999999999914,0.06499999999999995,0.0172,4000,0.001341506463638051,0.001341506463638051,0.001341506463638051,98_91:0.08537769680575662,98_91:460
99,136.63262135901948,106.8933725841338,5.188552098901633,-0.30321931911198546,0.04909999999999992,0.07179999999999997,0.0264,4000,0.0009831472000147012,0.0009831472000147012,0.0009831472000147012,99_98:0.03627209529560457,99_98:460
100,57.077935892027455,94.93104057833345,5.4245709611093,-0.2998178227118968,0.12129999999999996,0.13180000000000003,0.1108,4000,0.0018334423234870243,0.0018334423234870243,0.0018334423234870243,100_110:0.09104090444476481; 100_99:0.10425811505223176,100_110:940; 100_99:460
101,58.652410843674204,33.673973700438445,5.291115768279604,-0.30271601896977457,0.04930000000000001,0.08760000000000001,0.011,4000,0.005537122702479848,0.005537122702479848,0.005537122702479848,101_100:0.08217240792737016,101_100:460
102,68.8314789889276,61.41453267071473,5.224792324878154,-0.30335465187537386,0.034499999999999975,0.04700000000000004,0.022,4000,0.0023059615193313913,0.0023059615193313913,0.0023059615193313913,102_101:0.09719906725476579,102_101:460
103,79.38285163878872,91.68628565594271,5.126208005781397,-0.3041784639807636,0.04400000000000004,0.06799999999999995,0.02,4000,0.003475567007436479,0.003475567007436479,0.003475567007436479,103_102:0.1022474407487366; 103_104:0.09954062220159537,103_102:460; 103_104:460
104,44.030476834699904,35.45612768674726,5.262069999088749,-0.3034725029218463,0.05879999999999996,0.0856,0.03200000000000003,4000,0.0015680554285055046,0.0015680554285055046,0.0015680554285055046,104_111:0.06215658300450497; 104_105:0.0856131279840851,104_111:460; 104_105:460
105,34.85965543902151,22.29236722222549,5.185204849948954,-0.3038942306967208,0.1318999999999999,0.20899999999999996,0.0548,4000,0.0027246385437919513,0.0027246385437919513,0.0027246385437919513,105_106:1,105_106:460
106,135.05241029979774,27.12953951674547,5.26528977798876,-0.3035961473516589,0.3232999999999999,0.359,0.28759999999999997,4000,0.0011161717899112863,0.0011161717899112863,0.0011161717899112863,106_107:0.041163285586972964,106_107:460
107,93.38367479192216,27.241635810256764,5.376588435222432,-0.2995385636542149,0.020399999999999974,0.027800000000000047,0.013,4000,0.0009074129188344343,0.0009074129188344343,0.0009074129188344343,107_108:0.023354983444662025,107_108:460
108,101.33191132839335,12.83401737026235,5.462465401917419,-0.2989461503746931,0.0353,0.03700000000000003,0.0336,4000,0.0004381377712796372,0.0004381377712796372,0.0004381377712796372,108_112:0.013364032170608997,108_112:460
109,262.5138609976129,212.1197493891067,5.074200554115353,-0.3048374847466552,0.10309999999999997,0.101,0.10519999999999996,4000,0.00019365099139310852,0.00019365099139310852,0.00019365099139310852,109_114:0.004695029905623843,109_114:460
110,34.19696128185275,77.21451925878642,5.084738486923227,-0.3045801746559086,0.060799999999999965,0.07040000000000002,0.0512,4000,0.0015123976071200083,0.0015123976071200083,0.0015123976071200083,undefined,undefined
111,38.744263148594484,50.55245826619948,5.326759759677377,-0.30254270003627104,0.07669999999999999,0.12780000000000002,0.0256,4000,0.0026348288439947964,0.0026348288439947964,0.0026348288439947964,111_122:0.18152229260530017,111_122:460
112,138.8671885158373,18.61049615524708,5.352982864676281,-0.30030403321008775,0.030299999999999994,0.0368,0.023800000000000043,4000,0.0004421389588680439,0.0004421389588680439,0.0004421389588680439,112_126:0.02244433493521389,112_126:460
113,247.7341203412451,262.3634356591645,5.18184921179324,-0.30447465160133247,0.027200000000000002,0.0252,0.0292,4000,0.00014675753463122844,0.00014675753463122844,0.00014675753463122844,113_114:0.005914449770933861,113_114:460
114,191.41083088304765,121.24491742365106,5.11827241765773,-0.3045043942846206,0.012399999999999967,0.015000000000000013,0.0098,4000,0.00021657835984711555,0.00021657835984711555,0.00021657835984711555,undefined,undefined
115,185.53851839576282,83.03730246986588,5.230829746897791,-0.3029742067992513,0.007900000000000018,0.009800000000000031,0.006,4000,0.00021678521108625302,0.00021678521108625302,0.00021678521108625302,115_114:0.005572566959318098,115_114:460
116,147.52776513726312,122.00972024253893,5.345523096256029,-0.30079338892536006,0.01089999999999991,0.012599999999999945,0.0092,4000,0.00017313397701862633,0.00017313397701862633,0.00017313397701862633,116_117:1; 116_115:1,116_117:460; 116_115:460
117,114.25685492326419,119.30008227504126,5.264541465639595,-0.3019670571929324,0.05740000000000001,0.08779999999999999,0.027,4000,0.002195998529279837,0.002195998529279837,0.002195998529279837,117_118:0.1218916057648373,117_118:460
118,39.00373661723134,56.83541342126114,5.207073893055779,-0.3041092555021294,0.09089999999999998,0.1592,0.0226,4000,0.008202172154756946,0.008202172154756946,0.008202172154756946,118_119:0.15824646423471536; 118_110:0.053155256229684394,118_119:460; 118_110:460
119,116.37781396925766,170.66077019137794,5.256833888949988,-0.3228499676351068,0.05020000000000002,0.0562,0.04420000000000002,4000,0.0010825933919204691,0.0010825933919204691,0.0010825933919204691,119_120:0.05183846036240744,119_120:460
120,126.04534140696808,204.15327924197598,5.112049776880195,0,0.018100000000000005,0.02180000000000004,0.0144,4000,0.00017085086985276892,0.00017085086985276892,0.00017085086985276892,undefined,undefined
121,80.21404341759124,20.74614604890639,5.300846407475844,-0.3028626356542151,0.04499999999999993,0.07079999999999997,0.0192,4000,0.0029168635235611333,0.0029168635235611333,0.0029168635235611333,121_120:0.052238051524235246; 121_122:0.05126011101744446,121_120:460; 121_122:460
122,62.4271006506477,69.87448385676156,5.173754083883441,-0.30345829244280487,0.053300000000000014,0.07279999999999998,0.0338,4000,0.0025964175019610406,0.0025964175019610406,0.0025964175019610406,undefined,undefined
123,123.2449598422909,60.631162218714415,5.393474262547713,-0.30029034127711757,0.015199999999999991,0.0154,0.015000000000000013,4000,0.00022051080472740558,0.00022051080472740558,0.00022051080472740558,123_122:0.027337420910415938; 123_124:0.008658290342165448,123_122:460; 123_124:460
124,149.9786974488998,50.075018560771035,5.197653921579856,-0.3029580216668029,0.019199999999999995,0.021399999999999975,0.017,4000,0.00038734966752666485,0.00038734966752666485,0.00038734966752666485,undefined,undefined
125,176.76831252364187,33.45417156949454,5.299277460686898,-0.3022819891806795,0.0129999999999999,0.012599999999999945,0.0134,4000,0.0013451192288033,0.0013451192288033,0.0013451192288033,125_124:0.0177080596642592,125_124:460
126,147.02534722112873,8.068252889720274,5.2668984037502735,-0.3019690842547404,0.050899999999999945,0.050000000000000044,0.0518,4000,0.0012913507960863892,0.0012913507960863892,0.0012913507960863892,126_125:0.03063294683564141,126_125:460
